Identifiant de document,Reference document,1 Articles CGI,2 Articles CGI,3 Articles CGI,4 Articles CGI,5 Articles CGI,No disposition,Date mutation,Nature mutation,Valeur fonciere,No voie,B/T/Q,Type de voie,Code voie,Voie,Code postal,Commune,Code departement,Code commune,Prefixe de section,Section,No plan,No Volume,1er lot,Surface Carrez du 1er lot,2eme lot,Surface Carrez du 2eme lot,3eme lot,Surface Carrez du 3eme lot,4eme lot,Surface Carrez du 4eme lot,5eme lot,Surface Carrez du 5eme lot,Nombre de lots,Code type local,Type local,Identifiant local,Surface reelle bati,Nombre pieces principales,Nature culture,Nature culture speciale,Surface terrain,insee_code,adresse,id_parcelle
,,,,,,,000001,27/08/2021,Vente,"330300,00",120,,LOT,A404,LE HAMEAU DES PINS,13013,MARSEILLE 13EME,13,213,889,H,343,,,,,,,,,,,,0,1,Maison,,90,4,S,,162,13213,"120 LOT LE HAMEAU DES PINS, 13013 MARSEILLE 13EME",132138890H0343
,,,,,,,000001,27/08/2021,Vente,"346700,00",8,,ALL,9186,DES TROENES,13014,MARSEILLE 14EME,13,214,893,B,532,,,,,,,,,,,,0,1,Maison,,100,4,S,,302,13214,"8 ALL DES TROENES, 13014 MARSEILLE 14EME",132148930B0532
,,,,,,,000001,27/08/2021,Vente,"230000,00",9,,LOT,A399,LE HAMEAU DE SAINT ANTOINE,13015,MARSEILLE 15EME,13,215,904,C,147,,,,,,,,,,,,0,1,Maison,,76,4,S,,157,13215,"9 LOT LE HAMEAU DE SAINT ANTOINE, 13015 MARSEILLE 15EME",132159040C0147
,,,,,,,000001,27/08/2024,Vente,"888000,00",21,,RUE,9382,DU VALLON MONTEBELLO,13006,MARSEILLE 6EME,13,206,828,H,84,,,,,,,,,,,,0,1,Maison,,180,5,S,,186,13206,"21 RUE DU VALLON MONTEBELLO, 13006 MARSEILLE 6EME",132068280H0084
,,,,,,,000001,27/08/2024,Vente,"570000,00",6,,AV,6811,DU PARC BORELY,13008,MARSEILLE 8EME,13,208,840,E,22,,,,,,,,,,,,0,1,Maison,,66,2,S,,191,13208,"6 AV DU PARC BORELY, 13008 MARSEILLE 8EME",132088400E0022
,,,,,,,000001,27/08/2024,Vente,"1053200,00",11,,TRA,4676,JEAN ANDRE,13008,MARSEILLE 8EME,13,208,845,K,8,,2,,,,,,,,,,1,1,Maison,,55,3,,,,13208,"11 TRA JEAN ANDRE, 13008 MARSEILLE 8EME",132088450K0008
,,,,,,,000001,27/08/2024,Vente,"410000,00",2,,AV,8855,STENDHAL,13009,MARSEILLE 9EME,13,209,849,B,52,,,,,,,,,,,,0,1,Maison,,68,3,S,,178,13209,"2 AV STENDHAL, 13009 MARSEILLE 9EME",132098490B0052
,,,,,,,000001,27/08/2024,Vente,"372650,00",19,,AV,3371,DES FAUVETTES,13011,MARSEILLE 11EME,13,211,866,B,115,,,,,,,,,,,,0,1,Maison,,110,4,S,,285,13211,"19 AV DES FAUVETTES, 13011 MARSEILLE 11EME",132118660B0115
,,,,,,,000001,27/08/2024,Vente,"307000,00",,,TRA,4215,DES GRANDES BASTIDES,13011,MARSEILLE 11EME,13,211,864,I,184,,,,,,,,,,,,0,1,Maison,,66,2,S,,260,13211,"TRA DES GRANDES BASTIDES, 13011 MARSEILLE 11EME",132118640I0184
,,,,,,,000001,27/08/2024,Vente,"532000,00",53,,RTE,3134,D ENCO DE BOTTE,13012,MARSEILLE 12EME,13,212,878,C,421,,,,,,,,,,,,0,1,Maison,,101,4,S,,590,13212,"53 RTE D ENCO DE BOTTE, 13012 MARSEILLE 12EME",132128780C0421
,,,,,,,000001,27/08/2024,Vente,"1163000,00",4,,RUE,3222,DE L ESPIGOULIER,13012,MARSEILLE 12EME,13,212,877,O,127,,,,,,,,,,,,0,1,Maison,,183,6,J,POTAG,560,13212,"4 RUE DE L ESPIGOULIER, 13012 MARSEILLE 12EME",132128770O0127
,,,,,,,000001,27/08/2024,Vente,"320000,00",10,,ALL,7099,DU PIC DE L ETOILE,13013,MARSEILLE 13EME,13,213,885,A,225,,10,,,,,,,,,,1,1,Maison,,80,4,,,,13213,"10 ALL DU PIC DE L ETOILE, 13013 MARSEILLE 13EME",132138850A0225
,,,,,,,000001,27/08/2024,Vente,"348500,00",23,,CHE,1866,DU CAVAOU,13013,MARSEILLE 13EME,13,213,879,D,134,,,,,,,,,,,,0,1,Maison,,180,7,S,,1000,13213,"23 CHE DU CAVAOU, 13013 MARSEILLE 13EME",132138790D0134
,,,,,,,000001,27/08/2024,Vente,"348500,00",23,,CHE,1866,DU CAVAOU,13013,MARSEILLE 13EME,13,213,879,D,134,,,,,,,,,,,,0,1,Maison,,180,7,AG,,500,13213,"23 CHE DU CAVAOU, 13013 MARSEILLE 13EME",132138790D0134
,,,,,,,000001,27/08/2024,Vente,"460000,00",3,,CHE,4259,DE LA GRAVE,13013,MARSEILLE 13EME,13,213,879,E,326,,,,,,,,,,,,0,1,Maison,,60,2,S,,540,13213,"3 CHE DE LA GRAVE, 13013 MARSEILLE 13EME",132138790E0326
,,,,,,,000001,27/08/2024,Vente,"252833,23",1,,LOT,A321,LE DOMAINE DES DURBECS,13013,MARSEILLE 13EME,13,213,882,E,524,,,,,,,,,,,,0,1,Maison,,176,5,,,,13213,"1 LOT LE DOMAINE DES DURBECS, 13013 MARSEILLE 13EME",132138820E0524
,,,,,,,000001,27/08/2024,Vente,"614150,00",28,,TSSE,4230,GRANDJEAN,13013,MARSEILLE 13EME,13,213,889,H,488,,,,,,,,,,,,0,1,Maison,,140,4,AG,,1000,13213,"28 TSSE GRANDJEAN, 13013 MARSEILLE 13EME",132138890H0488
,,,,,,,000001,27/08/2024,Vente,"614150,00",28,,TSSE,4230,GRANDJEAN,13013,MARSEILLE 13EME,13,213,889,H,488,,,,,,,,,,,,0,1,Maison,,140,4,S,,847,13213,"28 TSSE GRANDJEAN, 13013 MARSEILLE 13EME",132138890H0488
,,,,,,,000001,27/08/2024,Vente,"150000,00",79,,RUE,6895,PAUL COXE,13014,MARSEILLE 14EME,13,214,895,H,85,,,,,,,,,,,,0,1,Maison,,78,3,S,,69,13214,"79 RUE PAUL COXE, 13014 MARSEILLE 14EME",132148950H0085
,,,,,,,000001,27/08/2025,Vente,"598000,00",10,,RUE,8313,ST-FRANCOIS D ASSISE,13006,MARSEILLE 6EME,13,206,828,I,322,,,,,,,,,,,,0,1,Maison,,50,2,S,,74,13206,"10 RUE ST-FRANCOIS D ASSISE, 13006 MARSEILLE 6EME",132068280I0322
,,,,,,,000001,27/08/2025,Vente,"300000,00",18,,BD,7323,DES PLATANES,13009,MARSEILLE 9EME,13,209,853,B,37,,,,,,,,,,,,0,1,Maison,,83,5,S,,454,13209,"18 BD DES PLATANES, 13009 MARSEILLE 9EME",132098530B0037
,,,,,,,000001,27/08/2025,Vente,"281000,00",4,,AV,3014,EDOUARD DETAILLE,13009,MARSEILLE 9EME,13,209,853,U,143,,,,,,,,,,,,0,1,Maison,,36,1,S,,81,13209,"4 AV EDOUARD DETAILLE, 13009 MARSEILLE 9EME",132098530U0143
,,,,,,,000001,27/08/2025,Vente,"238249,00",59,,CHE,7604,DES PRUD HOMMES,13010,MARSEILLE 10EME,13,210,858,K,181,,,,,,,,,,,,0,1,Maison,,96,1,S,,115,13210,"59 CHE DES PRUD HOMMES, 13010 MARSEILLE 10EME",132108580K0181
,,,,,,,000001,27/08/2025,Vente,"389500,00",44,,BD,5642,MARCEL,13012,MARSEILLE 12EME,13,212,874,E,123,,,,,,,,,,,,0,1,Maison,,62,4,S,,358,13212,"44 BD MARCEL, 13012 MARSEILLE 12EME",132128740E0123
,,,,,,,000001,27/08/2025,Vente,"769700,00",1,,RUE,0282,D AMANCE,13012,MARSEILLE 12EME,13,212,875,U,163,,,,,,,,,,,,0,1,Maison,,85,3,S,,322,13212,"1 RUE D AMANCE, 13012 MARSEILLE 12EME",132128750U0163
,,,,,,,000001,27/08/2025,Vente,"335400,00",15,,AV,4134,DES GLAIEULS,13014,MARSEILLE 14EME,13,214,893,B,68,,,,,,,,,,,,0,1,Maison,,87,4,S,,398,13214,"15 AV DES GLAIEULS, 13014 MARSEILLE 14EME",132148930B0068
,,,,,,,000001,27/09/2021,Vente,"344900,00",48,,TRA,2226,CHEVALIER,13010,MARSEILLE 10EME,13,210,858,O,1,,12,"89,71",,,,,,,,,1,1,Maison,,91,5,,,,13210,"48 TRA CHEVALIER, 13010 MARSEILLE 10EME",132108580O0001
,,,,,,,000001,27/09/2021,Vente,"550000,00",38,B,AV,0206,ALFRED BLACHERE,13012,MARSEILLE 12EME,13,212,878,D,97,,,,,,,,,,,,0,1,Maison,,120,4,S,,221,13212,"38 B AV ALFRED BLACHERE, 13012 MARSEILLE 12EME",132128780D0097
,,,,,,,000001,27/09/2021,Vente,"330000,00",79,,BD,8883,SYLVESTRE,13012,MARSEILLE 12EME,13,212,872,H,12,,,,,,,,,,,,0,1,Maison,,74,3,S,,306,13212,"79 BD SYLVESTRE, 13012 MARSEILLE 12EME",132128720H0012
,,,,,,,000001,27/09/2021,Vente,"730000,00",2,,MTE,2424,DU COLOMBIER,13012,MARSEILLE 12EME,13,212,878,O,54,,,,,,,,,,,,0,1,Maison,,142,6,S,,652,13212,"2 MTE DU COLOMBIER, 13012 MARSEILLE 12EME",132128780O0054
,,,,,,,000001,27/09/2021,Vente,"374750,00",24,,IMP,4363,DES GYMNASTES,13012,MARSEILLE 12EME,13,212,875,V,31,,,,,,,,,,,,0,1,Maison,,56,3,S,,43,13212,"24 IMP DES GYMNASTES, 13012 MARSEILLE 12EME",132128750V0031
,,,,,,,000001,27/09/2021,Vente,"340000,00",10,,AV,3671,FOURNACLE,13013,MARSEILLE 13EME,13,213,884,E,394,,,,,,,,,,,,0,1,Maison,,90,4,S,,554,13213,"10 AV FOURNACLE, 13013 MARSEILLE 13EME",132138840E0394
,,,,,,,000001,27/09/2021,Vente,"205000,00",41,,BD,8283,SAINT-CLEMENT,13014,MARSEILLE 14EME,13,214,894,D,75,,,,,,,,,,,,0,1,Maison,,70,4,S,,110,13214,"41 BD SAINT-CLEMENT, 13014 MARSEILLE 14EME",132148940D0075
,,,,,,,000001,27/09/2021,Vente,"160000,00",147,A,RES,A307,DAUPHINE RUE LECHATE,13015,MARSEILLE 15EME,13,215,902,A,225,,137,,,,,,,,,,1,1,Maison,,81,5,J,POTAG,222,13215,"147 A RES DAUPHINE RUE LECHATE, 13015 MARSEILLE 15EME",132159020A0225
,,,,,,,000001,27/09/2022,Vente,"950000,00",5001,F,TRA,9641,DES VOYAGEURS,13007,MARSEILLE 7EME,13,207,833,K,194,,,,,,,,,,,,0,1,Maison,,70,2,S,,184,13207,"5001 F TRA DES VOYAGEURS, 13007 MARSEILLE 7EME",132078330K0194
,,,,,,,000001,27/09/2022,Vente,"515000,00",56,,BD,5828,MARSEILLE-VEYRE,13008,MARSEILLE 8EME,13,208,838,I,79,,,,,,,,,,,,0,1,Maison,,42,2,S,,161,13208,"56 BD MARSEILLE-VEYRE, 13008 MARSEILLE 8EME",132088380I0079
,,,,,,,000001,27/09/2022,Vente,"800000,00",14,,ALL,1940,CERVANTES,13009,MARSEILLE 9EME,13,209,852,D,221,,,,,,,,,,,,0,1,Maison,,154,4,S,,473,13209,"14 ALL CERVANTES, 13009 MARSEILLE 9EME",132098520D0221
,,,,,,,000001,27/09/2022,Vente,"575000,00",36,,BD,9408,DE VAUQUOIS,13012,MARSEILLE 12EME,13,212,873,C,131,,,,,,,,,,,,0,1,Maison,,105,4,S,,319,13212,"36 BD DE VAUQUOIS, 13012 MARSEILLE 12EME",132128730C0131
,,,,,,,000002,27/09/2022,Vente,"807500,00",39,,BD,5315,DE LA LISE,13012,MARSEILLE 12EME,13,212,877,E,65,,,,,,,,,,,,0,1,Maison,,147,6,S,,797,13212,"39 BD DE LA LISE, 13012 MARSEILLE 12EME",132128770E0065
,,,,,,,000001,27/09/2022,Vente,"435000,00",18,,CHE,8208,DES SABLES JAUNES,13012,MARSEILLE 12EME,13,212,877,E,96,,126,"88,48",,,,,,,,,1,1,Maison,,90,4,,,,13212,"18 CHE DES SABLES JAUNES, 13012 MARSEILLE 12EME",132128770E0096
,,,,,,,000001,27/09/2022,Vente,"220100,00",34,,RUE,5742,MARIO PAVRONE,13014,MARSEILLE 14EME,13,214,892,A,62,,,,,,,,,,,,0,1,Maison,,124,3,S,,221,13214,"34 RUE MARIO PAVRONE, 13014 MARSEILLE 14EME",132148920A0062
,,,,,,,000001,27/09/2022,Vente,"233000,00",17,B,RUE,3250,ETIENNE DOLET,13014,MARSEILLE 14EME,13,214,896,E,124,,,,,,,,,,,,0,1,Maison,,97,4,S,,217,13214,"17 B RUE ETIENNE DOLET, 13014 MARSEILLE 14EME",132148960E0124
,,,,,,,000001,27/09/2022,Vente,"226000,00",147,,RES,A307,DAUPHINE RUE LECHATE,13015,MARSEILLE 15EME,13,215,902,A,225,,77,"79,27",,,,,,,,,1,1,Maison,,80,5,J,POTAG,200,13215,"147 RES DAUPHINE RUE LECHATE, 13015 MARSEILLE 15EME",132159020A0225
,,,,,,,000001,27/09/2022,Vente,"318250,00",30,,BD,1845,CATRANO,13015,MARSEILLE 15EME,13,215,905,O,195,,,,,,,,,,,,0,1,Maison,,15,1,S,,548,13215,"30 BD CATRANO, 13015 MARSEILLE 15EME",132159050O0195
,,,,,,,000001,27/09/2023,Vente,"335000,00",361,,RUE,8437,SAINT-PIERRE,13005,MARSEILLE 5EME,13,205,822,E,139,,,,,,,,,,,,0,1,Maison,,73,4,S,,108,13205,"361 RUE SAINT-PIERRE, 13005 MARSEILLE 5EME",132058220E0139
,,,,,,,000001,27/09/2023,Vente,"670000,00",3,,SQ,1791,DE CASTEOU NEOU,13011,MARSEILLE 11EME,13,211,868,K,256,,,,,,,,,,,,0,1,Maison,,106,5,S,,381,13211,"3 SQ DE CASTEOU NEOU, 13011 MARSEILLE 11EME",132118680K0256
,,,,,,,000001,27/09/2023,Vente,"504400,00",3,,LOT,A279,LA CORALLINE,13013,MARSEILLE 13EME,13,213,889,C,218,,,,,,,,,,,,0,1,Maison,,90,4,S,,410,13213,"3 LOT LA CORALLINE, 13013 MARSEILLE 13EME",132138890C0218
,,,,,,,000001,27/09/2023,Vente,"170000,00",8,,,A010,MORCELLEMENT PERIER,13015,MARSEILLE 15EME,13,215,898,I,91,,,,,,,,,,,,0,1,Maison,,74,4,S,,222,13215,"8 MORCELLEMENT PERIER, 13015 MARSEILLE 15EME",132158980I0091
,,,,,,,000001,27/09/2023,Vente,"170000,00",454,,CHE,8253,ST ANTOINE A ST JOSEPH,13015,MARSEILLE 15EME,13,215,904,L,28,,13,"79,37",,,,,,,,,1,1,Maison,,65,4,,,,13215,"454 CHE ST ANTOINE A ST JOSEPH, 13015 MARSEILLE 15EME",132159040L0028
,,,,,,,000001,27/09/2023,Vente,"90000,00",29,,BD,6020,MICHEL,13016,MARSEILLE 16EME,13,216,910,E,45,,6,"43,13",7,,,,,,,,2,1,Maison,,30,2,,,,13216,"29 BD MICHEL, 13016 MARSEILLE 16EME",132169100E0045
,,,,,,,000001,27/09/2024,Vente,"300000,00",21,,RUE,1393,DU BOURDON,13006,MARSEILLE 6EME,13,206,828,K,9,,,,,,,,,,,,0,1,Maison,,50,3,S,,83,13206,"21 RUE DU BOURDON, 13006 MARSEILLE 6EME",132068280K0009
,,,,,,,000001,27/09/2024,Vente,"710000,00",80,,RUE,2121,CHARRAS,13007,MARSEILLE 7EME,13,207,834,A,119,,,,,,,,,,,,0,1,Maison,,82,4,S,,299,13207,"80 RUE CHARRAS, 13007 MARSEILLE 7EME",132078340A0119
,,,,,,,000001,27/09/2024,Vente,"809750,00",1,,IMP,7900,RICHELIEU,13007,MARSEILLE 7EME,13,207,830,I,156,,,,,,,,,,,,0,1,Maison,,93,4,S,,120,13207,"1 IMP RICHELIEU, 13007 MARSEILLE 7EME",132078300I0156
,,,,,,,000001,27/09/2024,Vente,"1350000,00",259,,BD,6988,PERIER,13008,MARSEILLE 8EME,13,208,839,N,114,,,,,,,,,,,,0,1,Maison,,158,4,S,,515,13208,"259 BD PERIER, 13008 MARSEILLE 8EME",132088390N0114
,,,,,,,000001,27/09/2024,Vente,"639000,00",52,,BD,3910,GASSENDI,13012,MARSEILLE 12EME,13,212,875,R,18,,60,,,,,,,,,,1,1,Maison,,98,4,,,,13212,"52 BD GASSENDI, 13012 MARSEILLE 12EME",132128750R0018
,,,,,,,000001,27/09/2024,Vente,"382268,00",17,,RUE,1550,CADE,13014,MARSEILLE 14EME,13,214,896,I,12,,,,,,,,,,,,0,1,Maison,,80,3,J,POTAG,960,13214,"17 RUE CADE, 13014 MARSEILLE 14EME",132148960I0012
,,,,,,,000001,27/09/2024,Vente,"382268,00",17,,RUE,1550,CADE,13014,MARSEILLE 14EME,13,214,896,I,12,,,,,,,,,,,,0,1,Maison,,80,3,S,,323,13214,"17 RUE CADE, 13014 MARSEILLE 14EME",132148960I0012
,,,,,,,000001,27/09/2024,Vente,"364000,00",13,,LOT,A073,LES ASPHODELES,13015,MARSEILLE 15EME,13,215,903,D,273,,,,,,,,,,,,0,1,Maison,,88,4,S,,838,13215,"13 LOT LES ASPHODELES, 13015 MARSEILLE 15EME",132159030D0273
,,,,,,,000001,27/10/2020,Vente,"765000,00",11,,BD,7877,REYNAUD,13008,MARSEILLE 8EME,13,208,844,E,94,,,,,,,,,,,,0,1,Maison,,142,5,S,,327,13208,"11 BD REYNAUD, 13008 MARSEILLE 8EME",132088440E0094
,,,,,,,000001,27/10/2020,Vente,"430000,00",67,,AV,3677,DE LA FOURRAGERE,13012,MARSEILLE 12EME,13,212,873,E,103,,38,,,,,,,,,,1,1,Maison,,98,5,,,,13212,"67 AV DE LA FOURRAGERE, 13012 MARSEILLE 12EME",132128730E0103
,,,,,,,000001,27/10/2020,Vente,"35000,00",11,,BD,1409,BOURRELY,13012,MARSEILLE 12EME,13,212,877,K,116,,,,,,,,,,,,0,1,Maison,,110,6,S,,553,13212,"11 BD BOURRELY, 13012 MARSEILLE 12EME",132128770K0116
,,,,,,,000001,27/10/2020,Vente,"35000,00",11,,BD,1409,BOURRELY,13012,MARSEILLE 12EME,13,212,877,K,116,,,,,,,,,,,,0,1,Maison,,110,6,S,,553,13212,"11 BD BOURRELY, 13012 MARSEILLE 12EME",132128770K0116
,,,,,,,000001,27/10/2020,Vente,"334500,00",12,,RUE,5012,LA BOETIE,13012,MARSEILLE 12EME,13,212,875,V,148,,,,,,,,,,,,0,1,Maison,,65,3,S,,154,13212,"12 RUE LA BOETIE, 13012 MARSEILLE 12EME",132128750V0148
,,,,,,,000001,27/10/2020,Vente,"225000,00",7,,TSSE,2445,DU COMMANDANT,13014,MARSEILLE 14EME,13,214,891,C,198,,10,,,,,,,,,,1,1,Maison,,80,4,,,,13214,"7 TSSE DU COMMANDANT, 13014 MARSEILLE 14EME",132148910C0198
,,,,,,,000001,27/10/2021,Vente,"225000,00",137,,AV,7989,ROGER SALENGRO,13002,MARSEILLE 2EME,13,202,807,D,21,,,,,,,,,,,,0,1,Maison,,60,4,S,,86,13202,"137 AV ROGER SALENGRO, 13002 MARSEILLE 2EME",132028070D0021
,,,,,,,000001,27/10/2021,Vente,"225000,00",137,,AV,7989,ROGER SALENGRO,13002,MARSEILLE 2EME,13,202,807,D,21,,,,,,,,,,,,0,1,Maison,,15,1,S,,86,13202,"137 AV ROGER SALENGRO, 13002 MARSEILLE 2EME",132028070D0021
,,,,,,,000001,27/10/2021,Vente,"385000,00",11,,IMP,8348,SAINT-JEAN-BAPTISTE,13003,MARSEILLE 3EME,13,203,813,K,92,,,,,,,,,,,,0,1,Maison,,132,2,S,,133,13203,"11 IMP SAINT-JEAN-BAPTISTE, 13003 MARSEILLE 3EME",132038130K0092
,,,,,,,000001,27/10/2021,Vente,"547200,00",4,,RUE,0478,ARCHIMEDE,13004,MARSEILLE 4EME,13,204,816,C,349,,,,,,,,,,,,0,1,Maison,,79,3,S,,141,13204,"4 RUE ARCHIMEDE, 13004 MARSEILLE 4EME",132048160C0349
,,,,,,,000001,27/10/2021,Vente,"1277750,00",7,,RUE,1722,DE LA CAPITALE,13007,MARSEILLE 7EME,13,207,833,D,10,,,,,,,,,,,,0,1,Maison,,65,4,S,,188,13207,"7 RUE DE LA CAPITALE, 13007 MARSEILLE 7EME",132078330D0010
,,,,,,,000001,27/10/2021,Vente,"470000,00",18,,CHE,0079,ADRIEN GERBE,13009,MARSEILLE 9EME,13,209,851,D,15,,,,,,,,,,,,0,1,Maison,,78,4,S,,528,13209,"18 CHE ADRIEN GERBE, 13009 MARSEILLE 9EME",132098510D0015
,,,,,,,000001,27/10/2021,Vente,"155000,00",18,,RUE,7406,DE POLOGNE,13010,MARSEILLE 10EME,13,210,856,C,193,,,,,,,,,,,,0,1,Maison,,38,3,S,,57,13210,"18 RUE DE POLOGNE, 13010 MARSEILLE 10EME",132108560C0193
,,,,,,,000001,27/10/2021,Vente,"312000,00",12,,CHE,9342,DU VALLON DE BARASSE,13011,MARSEILLE 11EME,13,211,862,C,31,,,,,,,,,,,,0,1,Maison,,91,4,S,,145,13211,"12 CHE DU VALLON DE BARASSE, 13011 MARSEILLE 11EME",132118620C0031
,,,,,,,000001,27/10/2021,Vente,"1060000,00",36,,TSSE,7186,PIGNATEL,13012,MARSEILLE 12EME,13,212,872,B,114,,,,,,,,,,,,0,1,Maison,,198,6,S,,1888,13212,"36 TSSE PIGNATEL, 13012 MARSEILLE 12EME",132128720B0114
,,,,,,,000001,27/10/2021,Vente,"337000,00",10,,RUE,1062,BENJAMIN CREMIEUX,13013,MARSEILLE 13EME,13,213,880,D,491,,,,,,,,,,,,0,1,Maison,,78,4,S,,144,13213,"10 RUE BENJAMIN CREMIEUX, 13013 MARSEILLE 13EME",132138800D0491
,,,,,,,000001,27/10/2021,Vente,"432000,00",6,,LOT,A459,LA JARDINIERE,13013,MARSEILLE 13EME,13,213,884,D,700,,,,,,,,,,,,0,1,Maison,,100,5,S,,527,13213,"6 LOT LA JARDINIERE, 13013 MARSEILLE 13EME",132138840D0700
,,,,,,,000001,27/10/2021,Vente,"145000,00",10,,TRA,1089,DE LA BERGE DU CANAL,13015,MARSEILLE 15EME,13,215,904,C,81,,,,,,,,,,,,0,1,Maison,,80,4,S,,118,13215,"10 TRA DE LA BERGE DU CANAL, 13015 MARSEILLE 15EME",132159040C0081
,,,,,,,000001,27/10/2021,Vente,"130000,00",5,,IMP,1580,DE LA CALADE,13015,MARSEILLE 15EME,13,215,900,D,14,,,,,,,,,,,,0,1,Maison,,45,2,S,,306,13215,"5 IMP DE LA CALADE, 13015 MARSEILLE 15EME",132159000D0014
,,,,,,,000001,27/10/2021,Vente,"130000,00",5,,IMP,1580,DE LA CALADE,13015,MARSEILLE 15EME,13,215,900,D,14,,,,,,,,,,,,0,1,Maison,,60,4,S,,306,13215,"5 IMP DE LA CALADE, 13015 MARSEILLE 15EME",132159000D0014
,,,,,,,000001,27/10/2022,Vente,"178200,00",19,,IMP,1220,BLEUE,13003,MARSEILLE 3EME,13,203,811,H,48,,,,,,,,,,,,0,1,Maison,,58,2,S,,188,13203,"19 IMP BLEUE, 13003 MARSEILLE 3EME",132038110H0048
,,,,,,,000001,27/10/2022,Vente,"178200,00",19,,IMP,1220,BLEUE,13003,MARSEILLE 3EME,13,203,811,H,48,,,,,,,,,,,,0,1,Maison,,52,3,S,,188,13203,"19 IMP BLEUE, 13003 MARSEILLE 3EME",132038110H0048
,,,,,,,000001,27/10/2022,Vente,"178200,00",19,,IMP,1220,BLEUE,13003,MARSEILLE 3EME,13,203,811,H,48,,,,,,,,,,,,0,1,Maison,,58,2,S,,188,13203,"19 IMP BLEUE, 13003 MARSEILLE 3EME",132038110H0048
,,,,,,,000001,27/10/2022,Vente,"549000,00",11,,AV,8255,DE SAINT-BARNABE,13004,MARSEILLE 4EME,13,204,815,C,6,,,,,,,,,,,,0,1,Maison,,140,4,S,,580,13204,"11 AV DE SAINT-BARNABE, 13004 MARSEILLE 4EME",132048150C0006
,,,,,,,000001,27/10/2022,Vente,"865000,00",5,,RUE,9487,DES VERTUS,13005,MARSEILLE 5EME,13,205,821,I,223,,,,,,,,,,,,0,1,Maison,,115,7,S,,97,13205,"5 RUE DES VERTUS, 13005 MARSEILLE 5EME",132058210I0223
,,,,,,,000001,27/10/2022,Vente,"440000,00",34,,RUE,1610,DU CAMBODGE,13006,MARSEILLE 6EME,13,206,828,I,144,,1,"60,91",,,,,,,,,1,1,Maison,,33,2,,,,13206,"34 RUE DU CAMBODGE, 13006 MARSEILLE 6EME",132068280I0144
,,,,,,,000001,27/10/2022,Vente,"785000,00",29,,BD,4543,DE L HUVEAUNE,13009,MARSEILLE 9EME,13,209,853,B,9,,,,,,,,,,,,0,1,Maison,,89,3,S,,309,13209,"29 BD DE L HUVEAUNE, 13009 MARSEILLE 9EME",132098530B0009
,,,,,,,000001,27/10/2022,Vente,"908000,00",190,,RTE,5217,LEON LACHAMP,13009,MARSEILLE 9EME,13,209,854,C,126,,,,,,,,,,,,0,1,Maison,,92,3,S,,921,13209,"190 RTE LEON LACHAMP, 13009 MARSEILLE 9EME",132098540C0126
,,,,,,,000001,27/10/2022,Vente,"789000,00",6,,CHE,0975,DE BELLE FONTAINE,13009,MARSEILLE 9EME,13,209,847,E,31,,,,,,,,,,,,0,1,Maison,,128,4,S,,433,13209,"6 CHE DE BELLE FONTAINE, 13009 MARSEILLE 9EME",132098470E0031
,,,,,,,000001,27/10/2022,Vente,"640550,00",34,,CHE,4851,JOSEPH AIGUIER,13009,MARSEILLE 9EME,13,209,849,I,96,,,,,,,,,,,,0,1,Maison,,129,5,S,,387,13209,"34 CHE JOSEPH AIGUIER, 13009 MARSEILLE 9EME",132098490I0096
,,,,,,,000001,27/10/2022,Vente,"760000,00",6,,RUE,3705,FRANCOIS BLANC,13009,MARSEILLE 9EME,13,209,849,S,81,,,,,,,,,,,,0,1,Maison,,157,4,S,,143,13209,"6 RUE FRANCOIS BLANC, 13009 MARSEILLE 9EME",132098490S0081
,,,,,,,000001,27/10/2022,Vente,"370000,00",5,,IMP,5569,DES MAGNOLIAS,13010,MARSEILLE 10EME,13,210,860,B,67,,,,,,,,,,,,0,1,Maison,,98,4,S,,280,13210,"5 IMP DES MAGNOLIAS, 13010 MARSEILLE 10EME",132108600B0067
,,,,,,,000001,27/10/2022,Vente,"600000,00",8,D,AV,8418,DE SAINT-MENET,13011,MARSEILLE 11EME,13,211,868,D,374,,,,,,,,,,,,0,1,Maison,,170,6,S,,3866,13211,"8 D AV DE SAINT-MENET, 13011 MARSEILLE 11EME",132118680D0374
,,,,,,,000001,27/10/2022,Vente,"650000,00",25,,AV,7165,PIERRE LOTI,13012,MARSEILLE 12EME,13,212,875,A,59,,,,,,,,,,,,0,1,Maison,,55,3,S,,527,13212,"25 AV PIERRE LOTI, 13012 MARSEILLE 12EME",132128750A0059
,,,,,,,000001,27/10/2022,Vente,"737850,00",8,,TRA,8939,DU TASTEVIN,13013,MARSEILLE 13EME,13,213,889,B,333,,,,,,,,,,,,0,1,Maison,,117,4,S,,1279,13213,"8 TRA DU TASTEVIN, 13013 MARSEILLE 13EME",132138890B0333
,,,,,,,000001,27/10/2023,Vente,"625380,00",8,,IMP,6979,DE LA PEPINIERE,13004,MARSEILLE 4EME,13,204,817,K,66,,,,,,,,,,,,0,1,Maison,,112,5,S,,531,13204,"8 IMP DE LA PEPINIERE, 13004 MARSEILLE 4EME",132048170K0066
